time, alt, vs, desired_vs, hs, desired_hs, ang, desired_ang, acc, nn, fuel
570.0, 38.001313049984155, 5.007322268519768, 2.0, 0.0, 0.0, 0.0, 0.0, 3.144762938662001, 0.9054277668082423, 16.387120178886505
571.0, 34.51675372012639, 3.484559329857767, 2.0, 0.0, 0.0, 0.0, 0.0, 2.2589453516029083, 0.6498693518614169, 16.24284918277327
572.0, 31.66913974187153, 2.8476139782548584, 2.0, 0.0, 0.0, 0.0, 0.0, 1.273303991776198, 0.3661487980763585, 16.16156414960032
573.0, 28.47282975539287, 3.196309986478661, 2.0, 0.0, 0.0, 0.0, 0.0, 0.872003291518405, 0.25067452932351975, 16.1059144040905
574.0, 24.526523060432613, 3.946306694960256, 1.0, 0.0, 0.0, 0.0, 0.0, 1.1735140031700606, 0.33721028024008637, 16.0310537218772
575.0, 20.131730368642415, 4.394792691790196, 1.0, 0.0, 0.0, 0.0, 0.0, 2.537516317289555, 0.7285061339658739, 15.869325360136775
576.0, 16.652453994141773, 3.4792763745006408, 1.0, 0.0, 0.0, 0.0, 0.0, 3.01886895222552, 0.8657786595013277, 15.677122497727481
577.0, 14.570046571866651, 2.0824074222751205, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5038138893283155, 0.7174335012086579, 15.51785226045916
578.0, 13.369453038919847, 1.2005935329468052, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5827470847072476, 0.45326165384485995, 15.4172281733056
579.0, 12.12960659068029, 1.2398464482395577, 1.0, 0.0, 0.0, 0.0, 0.0, 0.9772160361774362, 0.27975542521168717, 15.355122468908606
580.0, 10.244976178618169, 1.8846304120621216, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0169010808081256, 0.2910120990363659, 15.290517782922533
581.0, 7.755246847364172, 2.4897293312539963, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5117731015076097, 0.43240196071441395, 15.194524547643933
582.0, 5.155290617617785, 2.599956229746387, 1.0, 0.0, 0.0, 0.0, 0.0, 2.009393499523684, 0.5743262028041984, 15.067024130621402
583.0, 2.9427278873950824, 2.212562730222703, 1.0, 0.0, 0.0, 0.0, 0.0, 2.1667141465569353, 0.6188192221328483, 14.929646263307909
584.0, 1.2748793037293147, 1.6678485836657677, 1.0, 0.0, 0.0, 0.0, 0.0, 1.9563882263538122, 0.5583646565026399, 14.805689309564324
